"carat";"color";"x";"y";"z";"price"
1,7;"D";7,67;7,6;4,81;11138
1,23;"F";6,89;6,84;4,24;11141
1,68;"D";7,45;7,58;4,71;11147
1,56;"F";7,52;7,48;4,59;11148
1,59;"E";7,48;7,52;4,67;11149
1,5;"F";7,18;7,1;4,61;11154
1,5;"F";7,36;7,3;4,6;11154
1,01;"E";6,45;6,39;3,98;11154
2,01;"E";7,84;7,79;5,12;11156
1,02;"E";6,46;6,41;3,96;11163
1,08;"E";6,64;6,67;4,06;11166
1,02;"F";6,54;6,39;4,04;11167
1,02;"D";6,48;6,43;4;11167
1,23;"E";6,88;6,93;4,17;11175
1,21;"F";6,75;6,7;4,24;11175
1,52;"E";7,36;7,29;4,65;11176
1,32;"F";6,99;6,95;4,3;11177
1,5;"E";7,43;7,5;4,4;11179
1,2;"F";6,74;6,71;4,28;11182
1,18;"E";6,78;6,82;4,19;11184
1,51;"F";7,28;7,34;4,56;11190
1,5;"E";7,21;7,23;4,62;11194
1,06;"F";6,64;6,55;4,02;11195
1,05;"D";6,53;6,55;4,05;11196
1,29;"F";7,08;7,05;4,29;11197
2;"F";8,19;7,84;4,86;11198
1,71;"F";7,72;7,67;4,78;11199
1,38;"F";7,16;7,12;4,42;11205
1,14;"E";6,68;6,73;4,13;11206
1,06;"D";6,58;6,59;4,02;11209
1,51;"D";7,1;7,25;4,56;11212
1;"E";6,28;6,39;3,96;11214
1,52;"D";7,39;7,26;4,45;11220
1,61;"E";7,47;7,57;4,61;11220
1,71;"F";7,53;7,44;4,79;11225
1,14;"F";6,79;6,83;4,09;11226
1,7;"F";7,77;7,73;4,69;11228
1,53;"F";7,43;7,38;4,59;11229
1,24;"F";6,95;6,88;4,29;11231
1,5;"E";7,28;7,36;4,5;11233
1,1;"F";6,65;6,57;4,1;11233
1,1;"D";6,62;6,57;4,09;11233
1,1;"D";6,65;6,64;4,1;11233
1,24;"F";6,98;7,03;4,13;11234
1,31;"F";7,04;7,02;4,34;11237
1,39;"E";7,13;7,09;4,39;11248
1,59;"E";7,52;7,48;4,67;11251
1,5;"F";7,37;7,35;4,5;11255
1,51;"E";7,3;7,38;4,51;11263
1,53;"F";7,39;7,47;4,61;11267
1,24;"F";6,75;6,8;4,31;11268
1,04;"E";6,41;6,43;4,08;11269
1,41;"E";7,29;7,25;4,46;11269
1,04;"E";6,53;6,61;4;11279
1,55;"D";7,59;7,63;4,48;11284
1,38;"F";7,1;7,14;4,37;11286
1,58;"E";7,53;7,5;4,61;11294
1,56;"F";7,56;7,52;4,53;11299
1,2;"E";6,76;6,7;4,18;11301
1,51;"F";7,29;7,37;4,55;11302
1,51;"F";7,42;7,44;4,51;11302
1,53;"E";7,29;7,35;4,65;11303
1,65;"D";7,63;7,58;4,59;11310
1,37;"E";7,26;7,2;4,36;11314
1,7;"F";7,74;7,67;4,63;11322
1,26;"E";6,97;6,93;4,25;11323
1,5;"E";7,42;7,49;4,43;11325
1,11;"E";6,67;6,79;4,05;11330
1,03;"D";6,55;6,6;3,95;11335
1,67;"F";7,6;7,63;4,75;11341
1,5;"D";7,16;7,25;4,57;11352
1,5;"D";7,23;7,28;4,61;11352
1,03;"F";6,53;6,55;4,01;11365
1,5;"E";7,19;7,26;4,55;11368
1,4;"F";7,26;7,17;4,38;11368
1,53;"F";7,47;7,39;4,61;11370
1,51;"F";7,32;7,27;4,54;11374
1,51;"F";7,32;7,27;4,54;11374
1,53;"F";7,33;7,3;4,62;11379
1,04;"E";6,61;6,53;4;11382
1,23;"F";6,81;6,86;4,25;11382
1,5;"E";7,32;7,4;4,56;11385
1,01;"E";6,37;6,44;4,01;11387
0,23;"E";3,88;3,92;2,44;423
0,23;"F";3,93;3,94;2,45;425
0,23;"F";3,83;3,86;2,48;425
0,33;"D";4,43;4,41;2,78;631
0,33;"D";4,44;4,41;2,76;631
0,33;"D";4,46;4,43;2,7;631
0,33;"D";4,43;4,4;2,74;631
0,33;"D";4,42;4,39;2,75;631
0,33;"D";4,42;4,39;2,79;631
0,36;"E";4,49;4,54;2,85;631
0,36;"E";4,53;4,58;2,82;631
0,36;"E";4,56;4,59;2,78;631
0,36;"E";4,56;4,59;2,81;631
0,4;"F";4,65;4,68;2,92;631
0,36;"E";4,52;4,57;2,86;631
0,36;"E";4,55;4,58;2,85;631
0,36;"E";4,52;4,55;2,83;631
0,36;"E";4,58;4,62;2,82;631
0,36;"E";4,66;4,69;2,8;631
0,36;"E";4,56;4,61;2,79;631
0,36;"E";4,52;4,54;2,85;631
0,36;"E";4,53;4,57;2,82;631
1,13;"E";6,77;6,81;4,08;11387
1,3;"F";6,97;6,94;4,35;11392
1,21;"E";6,84;6,79;4,22;11395
1,5;"F";7,32;7,38;4,45;11399
1,01;"E";6,42;6,44;3,97;11400
1,12;"F";6,71;6,74;4,1;11403
1,52;"F";7,37;7,33;4,58;11405
1,5;"F";7,32;7,29;4,53;11405
1,53;"E";7,35;7,29;4,65;11406
1,33;"D";7,08;7,03;4,43;11409
2;"F";8,03;7,95;4,92;11413
1,18;"F";6,84;6,88;4,16;11415
1,05;"F";6,66;6,73;4;11417
1,28;"E";6,93;6,97;4,29;11419
1,02;"E";6,71;6,75;3,91;11420
1,25;"E";6,97;6,99;4,24;11422
1,58;"D";7,39;7,45;4,64;11428
1,18;"F";6,88;6,92;4,15;11430
1,23;"F";6,8;6,9;4,22;11430
1,7;"D";7,76;7,83;4,75;11431
1,07;"F";6,52;6,57;4,06;11434
1,2;"E";6,94;6,83;4,23;11435
1,6;"E";7,56;7,5;4,66;11437
1,5;"D";7,21;7,24;4,53;11442
1,5;"D";7,3;7,33;4,44;11442
1,01;"D";6,41;6,45;3,98;11442
1,21;"F";6,89;6,92;4,21;11455
1,2;"F";6,76;6,82;4,21;11455
1,2;"E";6,73;6,78;4,27;11456
1,51;"E";7,26;7,3;4,57;11460
1,51;"E";7,23;7,28;4,58;11460
1,53;"E";7,44;7,49;4,55;11470
1,07;"E";6,7;6,79;3,95;11475
1,13;"D";6,7;6,72;4,1;11477
1,01;"D";6,56;6,53;3,88;11480
1,5;"F";7,31;7,34;4,5;11484
1,51;"E";7,16;7,2;4,51;11487
1,5;"D";7,44;7,39;4,49;11489
1,5;"E";7,4;7,32;4,56;11489
1,5;"E";7,71;7,6;4,3;11489
1,01;"E";6,44;6,37;4,01;11491
1,02;"E";6,41;6,47;4,03;11500
1,04;"D";6,54;6,6;4;11511
1,06;"E";6,48;6,54;4,08;11518
1,57;"F";7,46;7,41;4,64;11523
1,57;"F";7,47;7,41;4,61;11523
1,53;"F";7,43;7,36;4,58;11525
1,53;"F";7,38;7,31;4,59;11525
1,5;"E";7,24;7,41;4,5;11533
1,23;"F";6,9;6,8;4,22;11534
1,6;"E";7,5;7,55;4,7;11537
1,03;"E";6,63;6,6;3,89;11538
3;"E";9,08;8,96;5,79;11548
1,14;"F";6,87;6,8;4,06;11549
1,1;"D";6,58;6,54;4,08;11550
1,5;"E";7,45;7,49;4,37;11554
1,51;"F";7,39;7,43;4,5;11560
1,51;"F";7,28;7,31;4,58;11560
1,51;"F";7,27;7,3;4,59;11560
1,51;"F";7,3;7,32;4,45;11560
1,51;"E";7,28;7,23;4,58;11565
1,51;"E";7,33;7,25;4,56;11565
1,51;"E";7,3;7,26;4,57;11565
1,51;"E";7,41;7,31;4,53;11565
1,02;"D";6,41;6,46;4;11573
1,28;"F";7,01;6,98;4,32;11580
1,5;"E";7,38;7,41;4,41;11586
1,5;"F";7,34;7,31;4,5;11588
1,52;"D";7,37;7,4;4,58;11595
1,28;"F";6,92;7,01;4,32;11602
1,02;"E";6,47;6,41;4,03;11605
1,51;"F";7,34;7,3;4,55;11607
1,03;"E";6,49;6,51;4,01;11611
1,5;"F";7,36;7,34;4,57;11613
1,51;"E";7,35;7,42;4,53;11628
1,09;"F";6,62;6,68;4,08;11631
1,52;"F";7,27;7,36;4,58;11637
1,52;"F";7,38;7,41;4,6;11637
1,5;"E";7,41;7,24;4,5;11638
1,72;"E";7,67;7,76;4,71;11638
1,13;"E";6,68;6,71;4,12;11641
1,52;"E";7,38;7,31;4,57;11642
1,41;"E";7,18;7,1;4,48;11644
1,37;"F";7,28;7,22;4,32;11649
1,11;"F";6,74;6,79;4,02;11650
1,54;"F";7,54;7,59;4,45;11650
1,45;"F";7,31;7,23;4,44;11650
1,14;"F";6,87;6,8;4,06;11654
1,1;"D";6,58;6,54;4,08;11654
1,75;"E";7,71;7,63;4,79;11655
1,01;"D";6,39;6,44;4,01;11661
1,51;"F";7,3;7,27;4,59;11666
1,51;"F";7,32;7,3;4,45;11666
1,51;"F";7,31;7,28;4,58;11666
1,51;"F";7,41;7,38;4,49;11666
1,45;"F";7,12;7,2;4,48;11667
1,03;"D";6,39;6,43;4,02;11677
1,5;"E";7,32;7,36;4,46;11688
1,5;"E";7,25;7,33;4,52;11690
1,52;"F";7,16;7,2;4,61;11696
1,65;"D";7,59;7,55;4,66;11712
1,53;"F";7,45;7,52;4,51;11713
1,53;"F";7,55;7,62;4,44;11713
1,24;"F";6,75;6,84;4,26;11716
1,59;"F";7,39;7,43;4,71;11716
1,5;"E";7,26;7,32;4,51;11717
1,22;"F";6,81;6,85;4,23;11723
1,39;"E";7,24;7,21;4,39;11726
1,22;"F";6,9;6,92;4,28;11730
1,62;"F";7,63;7,59;4,57;11733
1,14;"F";6,67;6,69;4,16;11737
1,71;"D";7,56;7,64;4,72;11737
1,52;"F";7,36;7,27;4,58;11743
1,5;"D";7,28;7,32;4,45;11756
1,5;"D";7,24;7,31;4,59;11756
1,51;"D";7,27;7,23;4,54;11760
1,55;"E";7,5;7,55;4,52;11764
1,02;"D";6,52;6,55;3,99;11765
1,01;"D";6,44;6,39;4,01;11767
0,36;"E";4,56;4,59;2,84;631
0,36;"E";4,56;4,59;2,82;631
0,31;"E";4,37;4,4;2,68;632
0,3;"D";4,18;4,21;2,59;632
0,25;"F";4,05;4,07;2,5;633
0,25;"F";4,01;4,04;2,5;633
0,25;"F";4,1;4,13;2,47;633
0,25;"F";4,03;4,06;2,52;633
0,25;"F";4,05;4,08;2,5;633
0,25;"F";4;4,03;2,52;633
0,29;"E";4,25;4,31;2,63;633
0,25;"F";4,02;4,03;2,5;633
0,25;"F";4,08;4,1;2,48;633
0,25;"F";4,06;4,09;2,52;633
0,25;"F";4,05;4,08;2,48;633
0,25;"F";4,04;4,06;2,55;633
0,25;"E";4,04;4,06;2,52;633
0,25;"F";4,08;4,11;2,5;633
0,25;"E";4,1;4,13;2,53;633
0,25;"E";4,08;4,11;2,5;633
1,52;"F";7,39;7,46;4,56;11776
1,68;"E";7,7;7,79;4,68;11781
1,83;"F";7,78;7,73;4,9;11782
1,54;"F";7,46;7,56;4,57;11790
1,36;"D";7,18;7,13;4,44;11793
1,56;"F";7,45;7,55;4,55;11794
1,5;"E";7,5;7,47;4,49;11795
1,5;"E";7,36;7,32;4,46;11795
1,54;"E";7,58;7,54;4,48;11795
1,54;"D";7,61;7,55;4,5;11795
1,5;"E";7,24;7,15;4,61;11795
1,27;"F";6,9;6,99;4,26;11797
1,06;"D";6,49;6,52;4,03;11815
1,71;"E";7,69;7,65;4,75;11816
1,51;"F";7,43;7,35;4,54;11817
1,53;"F";7,52;7,45;4,51;11820
1,53;"F";7,62;7,55;4,44;11820
1,22;"F";6,85;6,81;4,23;11830
1,51;"D";7,35;7,42;4,57;11834
1,06;"D";6,52;6,54;4,05;11837
1,05;"E";6,66;6,7;3,94;11838
1,2;"E";6,81;6,77;4,22;11839
1,27;"E";6,94;6,98;4,3;11840
1,71;"D";7,58;7,51;4,79;11844
1,14;"F";6,69;6,67;4,16;11844
1,09;"F";6,61;6,68;4,09;11846
1,46;"E";7,06;7,12;4,53;11851
1,5;"D";7,28;7,22;4,5;11863
1,5;"D";7,32;7,28;4,45;11863
1,5;"D";7,31;7,24;4,59;11863
1,22;"F";6,83;6,87;4,26;11870
1,55;"E";7,55;7,5;4,52;11871
1,51;"E";7,33;7,27;4,6;11873
1,71;"D";7,57;7,59;4,81;11873
1,53;"D";7,52;7,55;4,46;11873
1,5;"F";7,34;7,29;4,6;11878
1,22;"F";6,79;6,84;4,27;11880
1,2;"E";6,79;6,89;4,21;11883
1,17;"F";6,82;6,73;4,21;11886
1,09;"F";6,59;6,65;4,08;11888
1,68;"E";7,79;7,7;4,68;11888
1,54;"F";7,56;7,46;4,57;11897
1,56;"F";7,55;7,45;4,55;11901
2,01;"F";7,88;7,82;4,87;11903
1,27;"F";6,99;6,9;4,26;11905
1,18;"E";6,8;6,75;4,17;11906
1,2;"F";6,82;6,8;4,07;11913
1,01;"D";6,32;6,36;4,05;11923
1,7;"E";7,73;7,83;4,64;11924
2,01;"F";7,98;7,89;5,02;11925
1,23;"F";6,92;6,89;4,27;11927
1,5;"D";7,27;7,31;4,52;11933
1,5;"E";7,31;7,38;4,55;11939
1,51;"D";7,42;7,35;4,57;11942
1,56;"F";7,34;7,39;4,62;11943
1,36;"F";7,05;7,02;4,41;11946
1,05;"E";6,7;6,66;3,94;11946
1,5;"E";7,26;7,2;4,62;11948
1,51;"F";7,34;7,4;4,6;11950
1,51;"F";7,32;7,28;4,6;11957
1,55;"F";7,4;7,38;4,66;11957
1,51;"F";7,41;7,37;4,48;11957
2,02;"F";8,2;8,13;4,98;11962
1,77;"F";7,94;7,87;4,77;11965
1,52;"F";7,29;7,39;4,58;11971
1,27;"F";6,97;7,03;4,31;11973
1,57;"D";7,37;7,45;4,61;11976
1,57;"F";7,55;7,6;4,57;11998
1,53;"F";7,34;7,39;4,54;11999
1,5;"E";7,35;7,39;4,45;12000
1,75;"D";7,78;7,83;4,74;12012
1,11;"D";6,58;6,65;4,17;12016
2,03;"F";8,15;8,11;4,95;12021
1,5;"F";7,34;7,29;4,55;12030
1,7;"E";7,59;7,51;4,78;12030
1,02;"E";6,44;6,38;3,99;12030
1,07;"E";6,57;6,62;4,04;12031
1,02;"E";6,42;6,44;4;12035
1,22;"E";6,83;6,78;4,29;12036
1,74;"D";7,73;7,67;4,77;12052
1,06;"D";6,53;6,57;4,06;12053
1,24;"F";6,86;6,91;4,27;12059
1,5;"D";7,41;7,46;4,46;12060
1,28;"F";6,98;7,01;4,3;12061
1,76;"D";7,76;7,68;4,77;12063
1,5;"D";7,27;7,31;4,55;12069
1,52;"F";7,36;7,44;4,59;12071
1,61;"F";7,44;7,48;4,67;12085
1,08;"E";6,66;6,62;4,05;12098
2,18;"F";8,2;8,17;5,19;12099
1,18;"E";6,78;6,87;4,2;12100
1,28;"E";7,03;6,98;4,26;12100
2,02;"D";8,12;8,05;4,94;12108
1,53;"F";7,39;7,34;4,54;12109
1,21;"E";6,82;6,85;4,22;12111
1,57;"F";7,57;7,54;4,56;12112
1,51;"F";7,25;7,31;4,56;12141
1,13;"D";6,78;6,83;4,09;12150
1,13;"D";6,65;6,68;4,11;12150
1,12;"D";6,87;6,77;4,08;12152
1,51;"F";7,39;7,35;4,53;12152
1,52;"F";7,4;7,43;4,54;12153
1,56;"E";7,47;7,43;4,58;12156
1,18;"F";6,82;6,86;4,13;12175
1,5;"D";7,33;7,39;4,49;12179
1,5;"D";7,31;7,27;4,55;12179
1,52;"F";7,44;7,36;4,59;12182
1,52;"F";7,41;7,31;4,58;12183
1,09;"D";6,61;6,66;4,07;12185
1,7;"D";7,76;7,71;4,64;12190
1,15;"E";6,72;6,75;4,14;12193
1,54;"F";7,44;7,38;4,59;12195
1,4;"E";7,28;7,38;4,33;12196
1,8;"F";8,08;8,13;4,69;12196
1,11;"D";6,67;6,6;4,15;12200
1,51;"F";7,29;7,25;4,5;12202
0,29;"E";4,2;4,22;2,64;633
0,29;"F";4,37;4,4;2,49;633
0,38;"D";4,62;4,68;2,84;633
0,38;"D";4,67;4,72;2,78;633
0,43;"F";4,91;4,97;2,88;633
0,38;"D";4,65;4,71;2,86;633
0,38;"D";4,62;4,65;2,88;633
0,38;"E";4,61;4,65;2,85;633
0,36;"F";4,5;4,53;2,85;634
0,26;"E";4,09;4,12;2,5;635
0,38;"D";4,74;4,77;2,81;635
0,26;"E";4,09;4,11;2,53;635
1,5;"D";7,37;7,4;4,45;12206
1,56;"F";7,41;7,48;4,54;12207
1,28;"E";7,03;6,98;4,26;12210
2;"E";8,04;7,94;4,98;12210
1,71;"E";7,54;7,48;4,79;12224
1,51;"E";7,43;7,47;4,49;12224
1,56;"D";7,36;7,44;4,63;12226
1,21;"F";6,95;6,89;4,14;12230
1,61;"D";7,68;7,6;4,51;12231
1,51;"E";7,53;7,43;4,46;12236
1,26;"F";6,87;6,92;4,3;12237
1,75;"E";7,78;7,75;4,73;12238
1,5;"E";7,4;7,5;4,42;12247
1,72;"D";7,53;7,59;4,79;12248
1,51;"F";7,31;7,25;4,56;12252
1,2;"E";6,98;6,96;4,15;12253
1,51;"D";7,37;7,32;4,49;12261
1,13;"D";6,68;6,65;4,11;12261
1,13;"D";6,83;6,78;4,09;12261
1,5;"E";7,38;7,43;4,47;12265
1,05;"F";6,51;6,53;4;12273
1,63;"F";7,65;7,73;4,59;12282
1,52;"F";7,58;7,5;4,36;12283
1,28;"F";7,13;7,17;4,21;12285
1,57;"D";7,39;7,44;4,62;12304
1,52;"E";7,26;7,33;4,56;12305
1,8;"F";8,13;8,08;4,69;12308
1,51;"D";7,27;7,25;4,59;12311
1,16;"D";6,72;6,76;4,17;12314
1,05;"F";6,62;6,67;3,92;12315
1,51;"E";7,33;7,29;4,56;12319
1,57;"F";7,53;7,55;4,61;12320
1,51;"E";7,47;7,43;4,49;12336
1,8;"D";7,88;7,7;4,79;12338
1,5;"D";7,28;7,31;4,58;12342
1,52;"D";7,57;7,52;4,41;12342
1,33;"E";7,15;7,1;4,31;12342
1,6;"F";7,62;7,53;4,58;12343
1,72;"D";7,59;7,53;4,79;12360
1,74;"D";7,56;7,54;4,87;12361
1,52;"F";7,41;7,44;4,57;12364
1,55;"F";7,42;7,45;4,61;12373
1,21;"D";6,85;6,88;4,21;12375
2,09;"F";8,19;8,15;5,01;12377
2,09;"F";8,26;8,21;5,04;12377
1,83;"E";7,81;7,89;4,87;12379
1,6;"F";7,47;7,5;4,65;12379
1,53;"E";7,25;7,41;4,59;12386
1,53;"E";7,43;7,51;4,54;12386
1,5;"F";7,27;7,34;4,52;12389
1,11;"D";6,59;6,64;4,12;12390
1,52;"D";7,42;7,35;4,55;12392
1,63;"F";7,73;7,65;4,59;12394
1,4;"F";7,35;7,32;4,31;12401
1,53;"F";7,39;7,37;4,62;12415
1,57;"D";7,44;7,39;4,62;12417
1,24;"D";6,92;6,9;4,26;12417
1,52;"E";7,33;7,26;4,56;12418
1,52;"E";7,3;7,35;4,6;12431
1,57;"F";7,55;7,53;4,61;12432
1,15;"E";6,79;6,8;4,14;12447
2,04;"E";7,8;7,76;5,24;12454
1,51;"F";7,33;7,3;4,56;12459
1,28;"E";6,94;6,99;4,33;12465
1,5;"F";7,32;7,29;4,53;12466
1,6;"E";7,38;7,44;4,71;12467
1,5;"E";7,4;7,48;4,42;12474
1,52;"F";7,44;7,41;4,57;12477
1,51;"E";7,34;7,23;4,63;12490
1,83;"E";7,89;7,81;4,87;12492
1,36;"F";7,08;7,17;4,39;12494
1,53;"E";7,41;7,25;4,59;12499
1,53;"E";7,51;7,43;4,54;12499
2,58;"F";8,58;8,51;5,57;12500
1,52;"D";7,49;7,46;4,5;12502
1,58;"F";7,48;7,45;4,58;12512
1,5;"F";7,24;7,29;4,45;12526
1,51;"E";7,33;7,38;4,52;12530
1,23;"E";6,85;6,91;4,25;12539
1,06;"F";6,54;6,57;4,06;12539
1,13;"F";6,78;6,76;4,06;12543
1,07;"D";6,63;6,68;4,01;12545
1,51;"F";7,28;7,33;4,59;12545
1,47;"E";7,13;7,2;4,47;12547
1,13;"F";6,82;6,76;4,06;12549
1,64;"F";7,51;7,53;4,72;12555
1,21;"F";6,87;6,91;4,21;12556
2;"D";8,12;8,06;4,8;12576
1,27;"F";6,92;6,95;4,31;12576
1,6;"E";7,44;7,38;4,71;12581
1,01;"D";6,36;6,28;4;12581
1,54;"E";7,28;7,22;4,69;12581
1,25;"F";6,89;6,93;4,3;12584
1,5;"E";7,48;7,4;4,42;12587
1,5;"D";7,12;7,1;4,65;12606
1,36;"F";7,17;7,08;4,39;12608
2;"F";8,13;7,95;4,81;12610
1,21;"F";6,82;6,86;4,24;12613
1,39;"E";7,15;7,19;4,37;12614
2,02;"F";8,31;8,25;4,73;12615
1,53;"F";7,35;7,37;4,57;12616
1,53;"F";7,38;7,42;4,56;12616
1,53;"F";7,45;7,32;4,57;12621
1,58;"F";7,56;7,62;4,58;12621
0,26;"F";4,07;4,1;2,56;635
0,36;"D";4,61;4,65;2,84;636
0,31;"D";4,32;4,37;2,68;636
0,31;"E";4,32;4,37;2,69;636
0,31;"D";4,32;4,38;2,7;636
0,31;"E";4,35;4,37;2,66;636
0,32;"E";4,4;4,43;2,72;637
0,34;"E";4,54;4,56;2,77;637
0,34;"E";4,48;4,51;2,75;637
0,31;"F";4,46;4,51;2,61;637
0,31;"E";4,42;4,53;2,69;638
0,32;"E";4,28;4,34;2,77;638
0,32;"F";4,36;4,33;2,8;638
0,32;"F";4,43;4,4;2,68;638
0,38;"F";4,64;4,61;2,89;638
0,41;"D";4,72;4,75;2,99;638
0,41;"E";4,69;4,73;2,99;638
0,41;"E";4,68;4,75;3,01;638
0,41;"D";4,72;4,75;2,95;638
0,41;"E";4,69;4,73;2,96;638
0,41;"E";4,7;4,73;2,97;638
1,3;"F";6,96;7,04;4,35;12629
2,01;"D";8,28;8,25;4,82;12639
1,5;"F";7,42;7,33;4,45;12641
1,06;"E";6,5;6,54;4,07;12642
1,51;"E";7,52;7,47;4,37;12644
1,51;"E";7,38;7,33;4,52;12644
1,55;"E";7,43;7,37;4,61;12646
1,14;"E";6,63;6,71;4,22;12647
1,51;"D";7,47;7,42;4,52;12648
1,32;"F";7,31;7,28;4,23;12648
1,51;"E";7,58;7,53;4,43;12655
1,21;"D";6,77;6,84;4,26;12657
1,64;"F";7,53;7,51;4,72;12670
1,41;"E";7,3;7,26;4,28;12671
1,58;"F";7,52;7,57;4,65;12671
2,03;"F";8,09;8,02;5,03;12677
1,68;"F";7,72;7,66;4,67;12681
1,51;"D";7,3;7,4;4,58;12688
1,5;"F";7,31;7,35;4,41;12693
1,57;"D";7,57;7,63;4,48;12697
1,25;"F";6,93;6,89;4,3;12698
1,52;"D";7,51;7,55;4,5;12707
2,12;"D";8,17;8,14;5,13;12707
1,51;"D";7,36;7,43;4,42;12709
1,62;"F";7,44;7,5;4,68;12712
1,37;"E";7,27;7,2;4,3;12713
1,56;"E";7,56;7,5;4,56;12717
1,13;"F";6,82;6,76;4,06;12722
1,11;"E";6,68;6,72;4,11;12725
1,3;"F";6,97;6,9;4,33;12734
1,32;"F";6,97;7,02;4,31;12736
1,51;"E";7,45;7,41;4,5;12738
1,51;"D";7,51;7,48;4,47;12738
1,51;"D";7,41;7,32;4,54;12738
1,51;"D";7,56;7,46;4,47;12738
2,05;"F";8,19;8,12;5,07;12743
1,39;"F";7,19;7,23;4,44;12744
1,3;"F";7,04;6,96;4,35;12745
1,1;"E";6,69;6,73;4,1;12748
1,5;"E";7,17;7,22;4,62;12754
2,03;"D";8,12;7,99;5,08;12765
1,73;"D";7,76;7,68;4,68;12770
1,19;"F";6,84;6,79;4,22;12776
1,51;"E";7,2;7,32;4,55;12779
1,64;"E";7,51;7,55;4,65;12779
1,54;"E";7,31;7,34;4,67;12779
1,2;"E";6,83;6,79;4,24;12787
1,13;"D";6,64;6,7;4,16;12788
1,53;"E";7,35;7,38;4,59;12791
1,19;"D";6,76;6,86;4,22;12795
1,58;"D";7,41;7,44;4,63;12799
2,04;"E";7,87;7,93;5,17;12799
1,9;"F";7,78;7,73;4,88;12812
1,66;"E";7,52;7,59;4,66;12818
1,64;"F";7,65;7,59;4,67;12821
1,52;"D";7,55;7,51;4,5;12823
1,52;"D";7,5;7,43;4,44;12823
1,52;"D";7,59;7,55;4,48;12823
1,31;"F";6,97;7;4,34;12825
1,62;"F";7,5;7,44;4,68;12828
1,51;"E";7,06;7,12;4,61;12829
1,28;"F";6,95;6,91;4,32;12841
1,58;"E";7,38;7,43;4,66;12844
1,59;"D";7,47;7,6;4,63;12846
1,23;"D";6,85;6,92;4,27;12848
1,53;"E";7,35;7,4;4,52;12851
1,62;"F";7,56;7,52;4,71;12857
1,01;"E";6,53;6,46;3,99;12865
1,5;"F";7,22;7,31;4,55;12870
1,5;"E";7,22;7,17;4,62;12870
1,6;"F";7,54;7,6;4,62;12871
2,05;"D";8,31;8,23;4,96;12891
1,15;"E";6,78;6,86;4,04;12895
1,64;"E";7,55;7,51;4,65;12896
2,01;"E";8,05;7,98;4,84;12898
1,51;"F";7,46;7,32;4,57;12899
1,2;"F";6,74;6,8;4,22;12905
1,22;"F";6,85;6,9;4,23;12906
1,52;"E";7,36;7,34;4,56;12907
1,19;"D";6,86;6,76;4,22;12912
1,75;"D";7,63;7,53;4,84;12918
1,11;"F";6,7;6,74;4,01;12956
1,11;"F";6,62;6,69;4,13;12956
1,28;"F";6,95;6,91;4,32;12958
1,3;"E";6,95;6,99;4,38;12967
1,53;"E";7,4;7,35;4,52;12968
1,71;"E";7,62;7,69;4,8;12978
1,54;"F";7,42;7,35;4,57;12978
1,78;"D";7,76;7,8;4,86;12981
1,53;"D";7,35;7,44;4,54;12981
1,52;"F";7,38;7,29;4,56;12985
2;"E";8,15;8,08;4,89;12987
1,16;"D";6,68;6,72;4,19;12989
1,58;"F";7,57;7,64;4,58;12991
1,01;"D";6,44;6,48;3,98;12996
1,5;"F";7,29;7,32;4,52;13001
1,52;"E";7,43;7,52;4,51;13001
1,25;"E";6,93;6,97;4,23;13006
1,51;"F";7,32;7,39;4,49;13010
1,51;"F";7,2;7,24;4,6;13012
1,2;"E";6,77;6,84;4,17;13015
2,07;"D";7,99;7,88;5,12;13016
1,77;"D";7,77;7,71;4,78;13026
1,22;"F";6,88;6,92;4,22;13029
1,23;"E";6,95;7,03;4,19;13034
1,5;"F";7,16;7,23;4,6;13037
1,61;"E";7,43;7,47;4,64;13047
1,05;"F";6,48;6,56;4,02;13060
0,41;"E";4,71;4,75;3;638
0,41;"E";4,68;4,72;2,97;638
0,41;"E";4,8;4,84;2,87;638
0,41;"E";4,69;4,73;2,98;638
0,32;"E";4,39;4,43;2,74;639
0,32;"E";4,39;4,43;2,72;639
0,32;"F";4,4;4,44;2,72;639
0,31;"E";4,46;4,42;2,6;639
0,31;"E";4,49;4,42;2,59;639
0,3;"E";4,28;4,31;2,64;640
0,3;"E";4,37;4,43;2,57;640
0,3;"E";4,21;4,22;2,69;640
0,38;"E";4,75;4,86;2,8;640
0,31;"F";4,35;4,39;2,67;640
1,03;"F";6,44;6,49;4,03;13060
2,14;"E";8,26;8,21;5,16;13065
1,51;"F";7,37;7,26;4,54;13074
1,51;"F";7,22;7,28;4,58;13080
2,17;"F";8,6;8,53;5,08;13084
1,2;"F";6,86;6,89;4,2;13088
1,71;"E";7,69;7,62;4,8;13097
2;"D";8,02;8;4,98;13098
2,03;"D";8,12;7,99;5,08;13109
1,13;"D";6,64;6,67;4,09;13111
1,83;"E";7,76;7,82;4,89;13134
1,51;"F";7,31;7,23;4,56;13134
1,6;"F";7,55;7,58;4,62;13140
1,71;"F";7,54;7,59;4,79;13152
2,75;"D";9,04;8,98;5,49;13156
1,51;"E";7,43;7,41;4,53;13157
1,5;"F";7,52;7,46;4,39;13160
1,51;"D";7,35;7,39;4,57;13162
1,2;"D";6,78;6,81;4,26;13165
1,55;"E";7,36;7,4;4,54;13171
1,62;"F";7,48;7,53;4,7;13177
1,63;"F";7,57;7,64;4,55;13187
